num_segments,video_duration,total_qoe,avg_qoe_per_segment,total_rebuf_time,rebuf_ratio,stall_events,stall_frequency,avg_weighted_quality_kbps,weighted_quality_mbps,viewport_hits,viewport_misses,viewport_hit_rate,segments_with_user_data,user_data_coverage,total_wasted_bits,wasted_bits_ratio,total_unpredicted_latency,avg_unpredicted_latency_per_segment,total_bits_downloaded,total_mb_downloaded,bandwidth_savings,avg_bandwidth_mbps,approach,user_trace_file,network_trace,video_id
77,77.60000000000001,-323345.21811562986,-4199.288546956232,75286.09723619297,970.1816654148578,77,1.0,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,Verizon1,sJxiPiAaB4k
77,77.60000000000001,-80596.8695289074,-1046.7125912845115,18764.524309048244,241.81088027124022,77,1.0,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,Verizon1,sJxiPiAaB4k
77,77.60000000000001,-210789.09628973555,-2737.5207310355268,49110.25495110124,632.8641101946035,77,1.0,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,Verizon2,sJxiPiAaB4k
77,77.60000000000001,-52457.83907243384,-681.2706373043355,12220.56373777531,157.48149146617666,77,1.0,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,Verizon2,sJxiPiAaB4k
77,77.60000000000001,-3326.417232176507,-43.20022379450009,863.1202865526758,11.122684105060253,77,1.0,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,ATT2,sJxiPiAaB4k
77,77.60000000000001,-592.1693080441265,-7.690510494079565,158.78007163816898,2.046134943790837,77,1.0,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,ATT2,sJxiPiAaB4k
77,77.60000000000001,-38798.19182577339,-503.87262111394017,9112.370192040325,117.4274509283547,77,1.0,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,ATT1,sJxiPiAaB4k
77,77.60000000000001,-9460.11295644335,-122.85860982393962,2221.0925480100814,28.622326649614447,77,1.0,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,ATT1,sJxiPiAaB4k
77,77.60000000000001,-4804.030112586066,-62.390001462156704,1206.7511889735035,15.550917383679167,77,1.0,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,TMobile2,sJxiPiAaB4k
77,77.60000000000001,-961.5725281465161,-12.487954910993716,244.68779724337585,3.153193263445565,77,1.0,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,TMobile2,sJxiPiAaB4k
77,77.60000000000001,-37718.67674000081,-489.8529446753352,8861.32017209321,114.1922702589331,77,1.0,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,TMobile1,sJxiPiAaB4k
77,77.60000000000001,-9190.234185000205,-119.35369071428838,2158.330043023303,27.813531482259055,77,1.0,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,TMobile1,sJxiPiAaB4k
77,77.60000000000001,-12518.962705627471,-162.58393124191522,3000.9215594482484,38.67166958051866,20,0.2597402597402597,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,fcc_train_trace_10719_htt,sJxiPiAaB4k
77,77.60000000000001,-2929.064250124817,-38.03979545616646,702.2440116569339,9.049536232692446,6,0.07792207792207792,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,fcc_train_trace_10719_htt,sJxiPiAaB4k
77,77.60000000000001,-12413.443398152223,-161.21355062535355,2976.3821856167965,38.35544053629892,14,0.18181818181818182,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,fcc_train_trace_14677_htt,sJxiPiAaB4k
77,77.60000000000001,-2908.0392423951994,-37.76674340772986,697.3544749756276,8.986526739376643,4,0.05194805194805195,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,fcc_train_trace_14677_htt,sJxiPiAaB4k
77,77.60000000000001,-12477.811992422001,-162.04950639509093,2991.351626144651,38.548345697740345,18,0.23376623376623376,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,fcc_train_trace_158454_ht,sJxiPiAaB4k
77,77.60000000000001,-2921.142565205068,-37.93691643123465,700.4017593500156,9.02579586791257,4,0.05194805194805195,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,fcc_train_trace_158454_ht,sJxiPiAaB4k
77,77.60000000000001,-13157.98466438832,-170.88291771932882,3149.5313172996075,40.58674377963411,53,0.6883116883116883,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,fcc_test_trace_216208_ht,sJxiPiAaB4k
77,77.60000000000001,-3059.851344668508,-39.73832915153906,732.6596150391874,9.44148988452561,16,0.2077922077922078,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,fcc_test_trace_216208_ht,sJxiPiAaB4k
77,77.60000000000001,-12551.37809336481,-163.0049103034391,3008.4600217127463,38.768814712793116,24,0.3116883116883117,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,fcc_test_trace_244754_ht,sJxiPiAaB4k
77,77.60000000000001,-2934.5189899162947,-38.11063623267915,703.5125557944868,9.06588345095988,6,0.07792207792207792,3062.6623376623374,3.0626623376623376,67,71,0.4855072463768116,77,1.0,1084500000.0,0.4694805194805195,6.150000000000004,0.07987012987012992,2310000000.0,288.75,0.75,3.7210051546391747,predictive_with_content,Paris-sJxiPiAaB4k_0_processed.csv,fcc_test_trace_244754_ht,sJxiPiAaB4k
77,77.60000000000001,-12514.04221814001,-162.52002880701312,2999.7772600325593,38.65692345402782,20,0.2597402597402597,5000.0,5.0,138,0,1.0,77,1.0,7695000000.0,0.8327922077922078,0.0,0.0,9240000000.0,1155.0,0.0,14.884020618556699,baseline,Paris-sJxiPiAaB4k_0_processed.csv,fcc_test_trace_27051_htt,sJxiPiAaB4k
