savings,stalls,user_file,network_trace
0.7222222222222222,0.0,Diving-2OzlksZBTiA_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,361.16289416795485,Diving-2OzlksZBTiA_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Diving-2OzlksZBTiA_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,248.71749932950533,Diving-2OzlksZBTiA_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Diving-2OzlksZBTiA_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,295.01470239874453,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,155.64000507309834,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Paris-sJxiPiAaB4k_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,238.23633640781287,Paris-sJxiPiAaB4k_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Paris-sJxiPiAaB4k_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,77.1316276831113,Paris-sJxiPiAaB4k_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Paris-sJxiPiAaB4k_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Rollercoaster-8lsB-P8nGSM_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,361.16289416795485,Rollercoaster-8lsB-P8nGSM_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Rollercoaster-8lsB-P8nGSM_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,248.71749932950533,Rollercoaster-8lsB-P8nGSM_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Rollercoaster-8lsB-P8nGSM_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Timelapse-CIw8R8thnm8_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,356.3251825509087,Timelapse-CIw8R8thnm8_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Timelapse-CIw8R8thnm8_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,241.89889104178056,Timelapse-CIw8R8thnm8_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Timelapse-CIw8R8thnm8_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Venise-s-AJRFQuAtE_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,445.71327878474443,Venise-s-AJRFQuAtE_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Venise-s-AJRFQuAtE_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,369.2339173416485,Venise-s-AJRFQuAtE_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Venise-s-AJRFQuAtE_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Diving-2OzlksZBTiA_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,361.16289416795485,Diving-2OzlksZBTiA_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Diving-2OzlksZBTiA_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,248.71749932950533,Diving-2OzlksZBTiA_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Diving-2OzlksZBTiA_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,295.01470239874453,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,155.64000507309834,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Paris-sJxiPiAaB4k_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,238.23633640781287,Paris-sJxiPiAaB4k_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Paris-sJxiPiAaB4k_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,77.1316276831113,Paris-sJxiPiAaB4k_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Paris-sJxiPiAaB4k_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Rollercoaster-8lsB-P8nGSM_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,375.47767020009087,Rollercoaster-8lsB-P8nGSM_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Rollercoaster-8lsB-P8nGSM_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,268.9136829908053,Rollercoaster-8lsB-P8nGSM_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Rollercoaster-8lsB-P8nGSM_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Timelapse-CIw8R8thnm8_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,356.3251825509087,Timelapse-CIw8R8thnm8_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Timelapse-CIw8R8thnm8_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,241.89889104178056,Timelapse-CIw8R8thnm8_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Timelapse-CIw8R8thnm8_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Venise-s-AJRFQuAtE_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,411.80707572414144,Venise-s-AJRFQuAtE_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Venise-s-AJRFQuAtE_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,320.6712095005567,Venise-s-AJRFQuAtE_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Venise-s-AJRFQuAtE_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Diving-2OzlksZBTiA_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,433.1395570257344,Diving-2OzlksZBTiA_0_processed.csv,cellular/ATT2.dat
0.7222222222222222,0.0,Diving-2OzlksZBTiA_0_processed.csv,cellular/TMobile1.dat
0.7222222222222222,351.57199711191595,Diving-2OzlksZBTiA_0_processed.csv,cellular/TMobile2.dat
0.7222222222222222,1.5,Diving-2OzlksZBTiA_0_processed.csv,cellular/Verizon2.dat
0.7222222222222222,0.0,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/ATT1.dat
0.7222222222222222,403.0134532230791,Elephant-training-2bpICIClAIg_0_processed.csv,cellular/ATT2.dat
