num_segments,video_duration,total_qoe,avg_qoe_per_segment,total_rebuf_time,rebuf_ratio,viewport_hits,viewport_misses,viewport_hit_rate,total_bits_downloaded,total_mb_downloaded,bandwidth_savings,avg_bandwidth_mbps,approach,user_trace_file,network_trace,video_id
60,60.02,-23456.397588853808,-390.9399598142301,5524.743625314839,92.04837762937085,85,0,1.0,7200000000.0,900.0,0.0,14.995001666111296,baseline,Diving-2OzlksZBTiA_0_processed.csv,ATT1,Diving-2OzlksZBTiA
60,60.02,-5568.074397213448,-92.80123995355747,1336.9359063287095,22.274840158758906,61,24,0.7176470588235294,1800000000.0,225.0,0.75,3.748750416527824,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,ATT1,Diving-2OzlksZBTiA
60,60.02,-3479.056116220876,-57.984268603681265,878.8502595862501,14.642623451953517,85,0,1.0,7200000000.0,900.0,0.0,14.995001666111296,baseline,Diving-2OzlksZBTiA_0_processed.csv,TMobile2,Diving-2OzlksZBTiA
60,60.02,-573.7390290552186,-9.56231715092031,175.46256489656255,2.923401614404574,61,24,0.7176470588235294,1800000000.0,225.0,0.75,3.748750416527824,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,TMobile2,Diving-2OzlksZBTiA
60,60.02,-23955.515312427488,-399.2585885404581,5640.8175145180185,93.98229780936384,85,0,1.0,7200000000.0,900.0,0.0,14.995001666111296,baseline,Diving-2OzlksZBTiA_0_processed.csv,TMobile1,Diving-2OzlksZBTiA
60,60.02,-5692.853828106871,-94.88089713511452,1365.9543786295046,22.758320203757158,61,24,0.7176470588235294,1800000000.0,225.0,0.75,3.748750416527824,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,TMobile1,Diving-2OzlksZBTiA
60,60.02,-171.92499999999993,-2.8654166666666656,109.75,1.8285571476174607,85,0,1.0,7200000000.0,900.0,0.0,14.995001666111296,baseline,Diving-2OzlksZBTiA_0_processed.csv,bw3,Diving-2OzlksZBTiA
60,60.02,180.96875,3.0161458333333333,0.9375,0.015619793402199267,62,23,0.7294117647058823,1800000000.0,225.0,0.75,3.748750416527824,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,bw3,Diving-2OzlksZBTiA
60,60.02,-3316.299999999997,-55.27166666666662,841.0,14.011996001332887,85,0,1.0,7200000000.0,900.0,0.0,14.995001666111296,baseline,Diving-2OzlksZBTiA_0_processed.csv,bw48,Diving-2OzlksZBTiA
60,60.02,-533.0499999999996,-8.88416666666666,166.0,2.7657447517494167,61,24,0.7176470588235294,1800000000.0,225.0,0.75,3.748750416527824,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,bw48,Diving-2OzlksZBTiA
60,60.02,166.69999999999982,2.77833333333333,31.0,0.5164945018327224,85,0,1.0,7200000000.0,900.0,0.0,14.995001666111296,baseline,Diving-2OzlksZBTiA_0_processed.csv,high_10mbps,Diving-2OzlksZBTiA
60,60.02,183.3875,3.056458333333333,0.375,0.006247917360879707,62,23,0.7294117647058823,1800000000.0,225.0,0.75,3.748750416527824,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,high_10mbps,Diving-2OzlksZBTiA
60,60.02,-220.29999999999978,-3.671666666666663,121.0,2.015994668443852,85,0,1.0,7200000000.0,900.0,0.0,14.995001666111296,baseline,Diving-2OzlksZBTiA_0_processed.csv,medium_5mbps,Diving-2OzlksZBTiA
60,60.02,177.525,2.95875,0.75,0.012495834721759413,61,24,0.7176470588235294,1800000000.0,225.0,0.75,3.748750416527824,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,medium_5mbps,Diving-2OzlksZBTiA
60,60.02,-1381.3000000000015,-23.021666666666693,391.0,6.51449516827724,85,0,1.0,7200000000.0,900.0,0.0,14.995001666111296,baseline,Diving-2OzlksZBTiA_0_processed.csv,low_2mbps,Diving-2OzlksZBTiA
60,60.02,-49.300000000000054,-0.8216666666666675,53.5,0.8913695434855048,61,24,0.7176470588235294,1800000000.0,225.0,0.75,3.748750416527824,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,low_2mbps,Diving-2OzlksZBTiA
60,60.02,-66.03750000000004,-1.1006250000000006,85.125,1.4182772409196933,85,0,1.0,7200000000.0,900.0,0.0,14.995001666111296,baseline,Diving-2OzlksZBTiA_0_processed.csv,variable,Diving-2OzlksZBTiA
60,60.02,179.625,2.99375,1.25,0.020826391202932355,62,23,0.7294117647058823,1800000000.0,225.0,0.75,3.748750416527824,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,variable,Diving-2OzlksZBTiA
73,73.04,-297582.4181156298,-4076.4714810360247,69290.09723619297,948.6596007145806,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,Verizon1,Diving-2OzlksZBTiA
73,73.04,-74259.27952890741,-1017.250404505581,17268.524309048244,236.42557925860135,53,89,0.3732394366197183,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,Verizon1,Diving-2OzlksZBTiA
73,73.04,-201599.6920116607,-2761.639616598092,46968.53302596755,643.0522046271569,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,Verizon2,Diving-2OzlksZBTiA
73,73.04,-50263.59800291514,-688.5424383960979,11688.133256491887,160.02373023674542,53,89,0.3732394366197183,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,Verizon2,Diving-2OzlksZBTiA
73,73.04,-3141.8916641553446,-43.039611837744445,815.5562009663591,11.165884460108968,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,ATT2,Diving-2OzlksZBTiA
73,73.04,-653.3979160388363,-8.950656384093648,149.8890502415898,2.052150194983431,52,90,0.36619718309859156,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,ATT2,Diving-2OzlksZBTiA
73,73.04,-37371.986616851886,-511.945022148656,8776.04339926788,120.15393482020646,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,ATT1,Diving-2OzlksZBTiA
73,73.04,-9210.92165421297,-126.17700896182151,2140.01084981697,29.299162785007805,52,90,0.36619718309859156,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,ATT1,Diving-2OzlksZBTiA
73,73.04,-4525.024587450688,-61.986638184256,1137.2150203373692,15.569756576360476,142,0,1.0,8760000000.0,1095.0,0.0,14.991785323110623,baseline,Diving-2OzlksZBTiA_0_processed.csv,TMobile2,Diving-2OzlksZBTiA
73,73.04,-999.1811468626719,-13.687412970721532,230.3037550843423,3.1531182240463074,52,90,0.36619718309859156,2190000000.0,273.75,0.75,3.7479463307776557,predictive_with_content,Diving-2OzlksZBTiA_0_processed.csv,TMobile2,Diving-2OzlksZBTiA
